0.000000,0.000000,0.000001,0.000003,0.000008,0.000015,0.000027,0.000042,0.000063,0.000090,0.000123,0.000164,0.000213,0.000271,0.000338,0.000416,0.000504,0.000605,0.000718,0.000845,0.000985,0.001140,0.001311,0.001498,0.001702,0.001924,0.002164,0.002424,0.002703,0.003003,0.003325,0.003669,0.004035,0.004425,0.004840,0.005280,0.005745,0.006238,0.006757,0.007305,0.007881,0.008487,0.009123,0.009791,0.010490,0.011221,0.011986,0.012785,0.013619,0.014488,0.015393,0.016335,0.017315,0.018333,0.019391,0.020488,0.021626,0.022805,0.024027,0.025291,0.026599,0.027951,0.029349,0.030792,0.032281,0.033818,0.035403,0.037037,0.038720,0.040454,0.042238,0.044074,0.045963,0.047905,0.049901,0.051951,0.054057,0.056219,0.058438,0.060715,0.063050,0.065444,0.067897,0.070412,0.072988,0.075626,0.078326,0.081090,0.083919,0.086812,0.089772,0.092797,0.095890,0.099051,0.102281,0.105580,0.108950,0.112390,0.115902,0.119486,0.123144,0.126875,0.130681,0.134562,0.138520,0.142554,0.146666,0.150856,0.155125,0.159475,0.163904,0.168415,0.173008,0.177684,0.182443,0.187286,0.192214,0.197228,0.202329,0.207517,0.212792,0.218156,0.223610,0.229154,0.234789,0.240515,0.246333,0.252245,0.258251,0.264351,0.270546,0.276838,0.283226,0.289712,0.296296,0.302979,0.309762,0.316646,0.323630,0.330717,0.337906,0.345199,0.352596,0.360097,0.367705,0.375419,0.383240,0.391168,0.399206,0.407353,0.415610,0.423977,0.432457,0.441048,0.449753,0.458571,0.467504,0.476553,0.485717,0.494998,0.504396,0.513913,0.523548,0.533304,0.543180,0.553176,0.563295,0.573537,0.583902,0.594391,0.605004,0.615744,0.626610,0.637603,0.648723,0.659973,0.671351,0.682860,0.694499,0.706270,0.718173,0.730210,0.742380,0.754684,0.767124,0.779699,0.792411,0.805261,0.818249,0.831376,0.844642,0.858049,0.871597,0.885286,0.899119,0.913094,0.927214,0.941479,0.955889,0.970445,0.985149,0.000000
0.004975,0.004974,0.004974,0.004975,0.004978,0.004985,0.004995,0.005010,0.005031,0.005057,0.005090,0.005130,0.005179,0.005236,0.005303,0.005381,0.005469,0.005570,0.005683,0.005809,0.005950,0.006105,0.006276,0.006462,0.006666,0.006888,0.007128,0.007387,0.007667,0.007966,0.008288,0.008631,0.008997,0.009387,0.009801,0.010240,0.010704,0.011195,0.011714,0.012260,0.012835,0.013440,0.014074,0.014739,0.015436,0.016166,0.016928,0.017724,0.018555,0.019421,0.020322,0.021261,0.022237,0.023250,0.024303,0.025396,0.026528,0.027702,0.028918,0.030175,0.031477,0.032822,0.034211,0.035646,0.037128,0.038656,0.040231,0.041855,0.043527,0.045250,0.047023,0.048847,0.050722,0.052651,0.054632,0.056668,0.058758,0.060904,0.063106,0.065365,0.067681,0.070056,0.072490,0.074983,0.077537,0.080152,0.082828,0.085568,0.088370,0.091236,0.094168,0.097164,0.100227,0.103356,0.106553,0.109817,0.113151,0.116555,0.120028,0.123573,0.127189,0.130877,0.134639,0.138474,0.142383,0.146368,0.150428,0.154564,0.158778,0.163069,0.167438,0.171887,0.176415,0.181024,0.185714,0.190486,0.195339,0.200276,0.205297,0.210402,0.215591,0.220867,0.226228,0.231677,0.237213,0.242836,0.248549,0.254351,0.260242,0.266224,0.272297,0.278462,0.284719,0.291068,0.297511,0.304048,0.310679,0.317404,0.324225,0.331142,0.338155,0.345264,0.352471,0.359775,0.367177,0.374677,0.382275,0.389973,0.397770,0.405666,0.413661,0.421757,0.429952,0.438247,0.446641,0.455136,0.463730,0.472424,0.481217,0.490109,0.499099,0.508187,0.517371,0.526652,0.536028,0.545498,0.555059,0.564712,0.574452,0.584279,0.594189,0.604179,0.614245,0.624383,0.634587,0.644852,0.655171,0.665534,0.675932,0.686352,0.696781,0.707201,0.717591,0.727924,0.738168,0.748283,0.758216,0.767902,0.777254,0.786154,0.794445,0.801904,0.808210,0.812883,0.815169,0.813822,0.806622,0.789276,0.752527,0.673829,0.490539,0.004975
0.009950,0.009947,0.009945,0.009944,0.009946,0.009951,0.009960,0.009973,0.009992,0.010017,0.010049,0.010088,0.010135,0.010192,0.010258,0.010335,0.010422,0.010522,0.010634,0.010760,0.010899,0.011054,0.011224,0.011410,0.011613,0.011834,0.012073,0.012331,0.012609,0.012908,0.013228,0.013570,0.013935,0.014324,0.014736,0.015174,0.015637,0.016126,0.016643,0.017187,0.017760,0.018362,0.018994,0.019657,0.020351,0.021077,0.021836,0.022629,0.023456,0.024317,0.025215,0.026149,0.027120,0.028129,0.029176,0.030263,0.031390,0.032557,0.033766,0.035017,0.036310,0.037647,0.039029,0.040455,0.041927,0.043445,0.045011,0.046624,0.048285,0.049996,0.051756,0.053567,0.055429,0.057344,0.059310,0.061330,0.063405,0.065533,0.067718,0.069958,0.072255,0.074610,0.077022,0.079494,0.082025,0.084616,0.087268,0.089981,0.092757,0.095596,0.098498,0.101465,0.104496,0.107593,0.110756,0.113986,0.117283,0.120649,0.124084,0.127588,0.131162,0.134807,0.138523,0.142311,0.146171,0.150105,0.154113,0.158195,0.162352,0.166585,0.170894,0.175279,0.179743,0.184284,0.188904,0.193603,0.198382,0.203241,0.208181,0.213202,0.218305,0.223491,0.228760,0.234112,0.239549,0.245069,0.250675,0.256366,0.262143,0.268007,0.273957,0.279994,0.286119,0.292332,0.298632,0.305022,0.311500,0.318067,0.324724,0.331470,0.338306,0.345232,0.352248,0.359354,0.366550,0.373836,0.381213,0.388679,0.396234,0.403879,0.411613,0.419436,0.427347,0.435345,0.443430,0.451601,0.459857,0.468196,0.476619,0.485122,0.493704,0.502364,0.511098,0.519906,0.528783,0.537727,0.546733,0.555798,0.564917,0.574084,0.583293,0.592538,0.601809,0.611097,0.620391,0.629679,0.638945,0.648173,0.657342,0.666426,0.675399,0.684223,0.692859,0.701253,0.709342,0.717048,0.724269,0.730878,0.736710,0.741542,0.745079,0.746911,0.746457,0.742866,0.734855,0.720400,0.696178,0.656476,0.591115,0.481806,0.298203,0.009950
0.014925,0.014919,0.014914,0.014911,0.014910,0.014913,0.014919,0.014931,0.014948,0.014970,0.015000,0.015038,0.015083,0.015138,0.015202,0.015277,0.015363,0.015461,0.015572,0.015696,0.015834,0.015987,0.016155,0.016340,0.016542,0.016761,0.016998,0.017255,0.017532,0.017829,0.018147,0.018487,0.018850,0.019236,0.019647,0.020082,0.020543,0.021030,0.021544,0.022085,0.022655,0.023254,0.023883,0.024543,0.025233,0.025956,0.026711,0.027499,0.028322,0.029179,0.030071,0.031000,0.031966,0.032969,0.034010,0.035091,0.036211,0.037371,0.038572,0.039815,0.041101,0.042429,0.043802,0.045218,0.046680,0.048188,0.049743,0.051344,0.052994,0.054692,0.056439,0.058237,0.060085,0.061984,0.063935,0.065939,0.067996,0.070107,0.072273,0.074494,0.076771,0.079105,0.081496,0.083945,0.086453,0.089019,0.091646,0.094333,0.097082,0.099892,0.102765,0.105701,0.108700,0.111764,0.114893,0.118087,0.121348,0.124675,0.128070,0.131533,0.135064,0.138665,0.142335,0.146075,0.149887,0.153769,0.157724,0.161751,0.165851,0.170024,0.174272,0.178594,0.182992,0.187465,0.192014,0.196640,0.201343,0.206124,0.210983,0.215920,0.220937,0.226032,0.231208,0.236464,0.241800,0.247217,0.252716,0.258296,0.263958,0.269703,0.275529,0.281439,0.287431,0.293507,0.299665,0.305907,0.312233,0.318642,0.325134,0.331710,0.338369,0.345111,0.351936,0.358844,0.365834,0.372906,0.380060,0.387295,0.394609,0.402004,0.409477,0.417027,0.424654,0.432357,0.440133,0.447981,0.455900,0.463886,0.471939,0.480055,0.488232,0.496466,0.504753,0.513090,0.521472,0.529893,0.538348,0.546831,0.555333,0.563847,0.572363,0.580870,0.589355,0.597804,0.606201,0.614527,0.622759,0.630872,0.638835,0.646613,0.654163,0.661435,0.668368,0.674886,0.680900,0.686296,0.690934,0.694633,0.697164,0.698226,0.697420,0.694206,0.687839,0.677270,0.660983,0.636747,0.601214,0.549334,0.473650,0.364076,0.210517,0.014925
0.019899,0.019890,0.019881,0.019875,0.019871,0.019871,0.019874,0.019883,0.019897,0.019917,0.019944,0.019979,0.020022,0.020074,0.020136,0.020209,0.020293,0.020388,0.020497,0.020619,0.020754,0.020905,0.021071,0.021253,0.021453,0.021670,0.021905,0.022159,0.022433,0.022728,0.023044,0.023381,0.023742,0.024125,0.024533,0.024965,0.025423,0.025907,0.026417,0.026955,0.027522,0.028117,0.028742,0.029397,0.030084,0.030802,0.031552,0.032336,0.033153,0.034005,0.034892,0.035815,0.036774,0.037771,0.038806,0.039879,0.040991,0.042144,0.043337,0.044572,0.045848,0.047167,0.048530,0.049937,0.051388,0.052885,0.054428,0.056017,0.057654,0.059339,0.061073,0.062856,0.064689,0.066572,0.068507,0.070494,0.072534,0.074627,0.076774,0.078975,0.081231,0.083544,0.085912,0.088338,0.090822,0.093363,0.095964,0.098624,0.101345,0.104126,0.106968,0.109873,0.112840,0.115870,0.118964,0.122122,0.125345,0.128634,0.131988,0.135409,0.138897,0.142453,0.146077,0.149769,0.153531,0.157362,0.161263,0.165234,0.169276,0.173390,0.177576,0.181834,0.186166,0.190570,0.195048,0.199601,0.204228,0.208930,0.213707,0.218560,0.223489,0.228494,0.233576,0.238735,0.243971,0.249284,0.254675,0.260144,0.265691,0.271316,0.277019,0.282801,0.288661,0.294599,0.300615,0.306709,0.312882,0.319132,0.325460,0.331866,0.338348,0.344906,0.351541,0.358251,0.365036,0.371895,0.378827,0.385830,0.392905,0.400050,0.407263,0.414542,0.421887,0.429295,0.436764,0.444291,0.451874,0.459511,0.467197,0.474929,0.482703,0.490514,0.498358,0.506229,0.514121,0.522026,0.529936,0.537844,0.545739,0.553609,0.561442,0.569224,0.576937,0.584564,0.592083,0.599468,0.606692,0.613720,0.620514,0.627028,0.633207,0.638987,0.644291,0.649025,0.653076,0.656304,0.658537,0.659556,0.659088,0.656778,0.652168,0.644653,0.633424,0.617391,0.595062,0.564392,0.522597,0.465995,0.390077,0.290330,0.164866,0.019900
0.024873,0.024859,0.024847,0.024836,0.024829,0.024825,0.024825,0.024830,0.024840,0.024857,0.024881,0.024912,0.024952,0.025001,0.025060,0.025129,0.025210,0.025303,0.025408,0.025527,0.025660,0.025808,0.025971,0.026150,0.026346,0.026560,0.026793,0.027044,0.027315,0.027606,0.027919,0.028253,0.028610,0.028990,0.029394,0.029823,0.030277,0.030757,0.031263,0.031797,0.032360,0.032951,0.033571,0.034221,0.034903,0.035616,0.036361,0.037139,0.037950,0.038796,0.039677,0.040593,0.041546,0.042535,0.043562,0.044628,0.045732,0.046876,0.048061,0.049286,0.050553,0.051862,0.053215,0.054610,0.056051,0.057536,0.059066,0.060643,0.062266,0.063938,0.065657,0.067425,0.069242,0.071110,0.073028,0.074997,0.077019,0.079093,0.081220,0.083401,0.085636,0.087926,0.090272,0.092674,0.095133,0.097649,0.100223,0.102856,0.105547,0.108299,0.111111,0.113983,0.116917,0.119913,0.122972,0.126093,0.129278,0.132527,0.135841,0.139219,0.142664,0.146174,0.149751,0.153395,0.157105,0.160884,0.164731,0.168646,0.172630,0.176684,0.180808,0.185002,0.189266,0.193602,0.198009,0.202487,0.207037,0.211660,0.216356,0.221124,0.225965,0.230879,0.235867,0.240929,0.246065,0.251274,0.256557,0.261915,0.267346,0.272852,0.278431,0.284085,0.289812,0.295612,0.301487,0.307434,0.313454,0.319546,0.325710,0.331945,0.338251,0.344626,0.351071,0.357584,0.364164,0.370810,0.377521,0.384296,0.391132,0.398028,0.404982,0.411993,0.419057,0.426173,0.433336,0.440546,0.447797,0.455086,0.462408,0.469760,0.477136,0.484531,0.491937,0.499348,0.506756,0.514153,0.521528,0.528870,0.536168,0.543408,0.550573,0.557646,0.564607,0.571433,0.578098,0.584572,0.590821,0.596803,0.602474,0.607777,0.612649,0.617015,0.620784,0.623847,0.626075,0.627308,0.627353,0.625968,0.622853,0.617631,0.609822,0.598813,0.583815,0.563809,0.537481,0.503161,0.458787,0.401973,0.330333,0.242301,0.138716,0.024876
0.029846,0.029828,0.029810,0.029795,0.029783,0.029774,0.029770,0.029771,0.029777,0.029790,0.029809,0.029837,0.029873,0.029918,0.029973,0.030039,0.030116,0.030205,0.030306,0.030422,0.030551,0.030695,0.030854,0.031030,0.031223,0.031433,0.031661,0.031909,0.032176,0.032464,0.032772,0.033103,0.033455,0.033831,0.034231,0.034656,0.035105,0.035580,0.036082,0.036612,0.037169,0.037755,0.038370,0.039015,0.039691,0.040398,0.041137,0.041908,0.042713,0.043552,0.044426,0.045335,0.046280,0.047262,0.048281,0.049338,0.050434,0.051569,0.052744,0.053959,0.055216,0.056515,0.057856,0.059240,0.060668,0.062141,0.063659,0.065222,0.066832,0.068488,0.070193,0.071945,0.073746,0.075597,0.077498,0.079449,0.081451,0.083506,0.085613,0.087772,0.089986,0.092253,0.094576,0.096953,0.099387,0.101877,0.104424,0.107028,0.109691,0.112412,0.115192,0.118033,0.120933,0.123894,0.126916,0.130001,0.133147,0.136356,0.139628,0.142964,0.146364,0.149829,0.153358,0.156953,0.160613,0.164339,0.168131,0.171989,0.175915,0.179909,0.183970,0.188099,0.192296,0.196562,0.200897,0.205301,0.209775,0.214318,0.218931,0.223615,0.228368,0.233191,0.238085,0.243050,0.248084,0.253190,0.258365,0.263611,0.268927,0.274313,0.279769,0.285295,0.290890,0.296553,0.302285,0.308086,0.313953,0.319888,0.325888,0.331954,0.338084,0.344277,0.350533,0.356850,0.363227,0.369662,0.376153,0.382699,0.389298,0.395948,0.402646,0.409390,0.416176,0.423002,0.429864,0.436758,0.443681,0.450627,0.457591,0.464568,0.471552,0.478535,0.485511,0.492470,0.499404,0.506302,0.513152,0.519942,0.526657,0.533281,0.539795,0.546180,0.552411,0.558463,0.564305,0.569902,0.575215,0.580199,0.584800,0.588957,0.592599,0.595640,0.597982,0.599505,0.600068,0.599502,0.597599,0.594109,0.588726,0.581071,0.570676,0.556963,0.539215,0.516548,0.487892,0.451985,0.407417,0.352779,0.286981,0.209827,0.122821,0.029851
0.034819,0.034795,0.034772,0.034751,0.034734,0.034720,0.034711,0.034706,0.034708,0.034715,0.034730,0.034753,0.034784,0.034825,0.034876,0.034937,0.035009,0.035094,0.035191,0.035302,0.035427,0.035567,0.035722,0.035893,0.036081,0.036287,0.036511,0.036754,0.037017,0.037300,0.037604,0.037930,0.038278,0.038649,0.039044,0.039463,0.039908,0.040378,0.040874,0.041398,0.041950,0.042530,0.043139,0.043778,0.044447,0.045148,0.045880,0.046645,0.047443,0.048275,0.049141,0.050042,0.050979,0.051952,0.052962,0.054010,0.055097,0.056222,0.057387,0.058592,0.059838,0.061125,0.062455,0.063827,0.065242,0.066702,0.068206,0.069755,0.071351,0.072992,0.074681,0.076417,0.078201,0.080035,0.081917,0.083850,0.085833,0.087867,0.089953,0.092091,0.094282,0.096526,0.098824,0.101177,0.103585,0.106048,0.108567,0.111143,0.113776,0.116466,0.119215,0.122022,0.124889,0.127814,0.130800,0.133846,0.136954,0.140122,0.143353,0.146645,0.150001,0.153419,0.156901,0.160446,0.164054,0.167727,0.171464,0.175266,0.179133,0.183065,0.187063,0.191127,0.195257,0.199454,0.203717,0.208047,0.212443,0.216907,0.221438,0.226036,0.230701,0.235433,0.240233,0.245100,0.250034,0.255035,0.260103,0.265238,0.270439,0.275705,0.281038,0.286436,0.291899,0.297426,0.303017,0.308670,0.314386,0.320164,0.326001,0.331899,0.337854,0.343866,0.349935,0.356057,0.362231,0.368456,0.374730,0.381050,0.387415,0.393820,0.400264,0.406744,0.413256,0.419795,0.426360,0.432943,0.439542,0.446150,0.452761,0.459370,0.465968,0.472548,0.479101,0.485618,0.492088,0.498499,0.504837,0.511089,0.517237,0.523264,0.529149,0.534868,0.540396,0.545703,0.550756,0.555516,0.559940,0.563978,0.567571,0.570654,0.573149,0.574966,0.575999,0.576123,0.575192,0.573031,0.569432,0.564145,0.556871,0.547250,0.534849,0.519149,0.499533,0.475277,0.445555,0.409469,0.366118,0.314745,0.254984,0.187205,0.112891,0.034826
0.039790,0.039760,0.039731,0.039704,0.039681,0.039661,0.039646,0.039636,0.039632,0.039634,0.039643,0.039661,0.039687,0.039722,0.039768,0.039824,0.039891,0.039971,0.040063,0.040169,0.040288,0.040423,0.040573,0.040740,0.040923,0.041124,0.041343,0.041580,0.041838,0.042116,0.042414,0.042735,0.043078,0.043443,0.043833,0.044246,0.044685,0.045149,0.045640,0.046157,0.046702,0.047276,0.047879,0.048511,0.049173,0.049867,0.050592,0.051349,0.052139,0.052963,0.053820,0.054713,0.055641,0.056605,0.057606,0.058645,0.059721,0.060836,0.061990,0.063184,0.064418,0.065694,0.067011,0.068370,0.069773,0.071219,0.072709,0.074244,0.075824,0.077449,0.079122,0.080841,0.082608,0.084423,0.086287,0.088201,0.090164,0.092177,0.094242,0.096357,0.098525,0.100746,0.103020,0.105347,0.107728,0.110164,0.112655,0.115202,0.117804,0.120463,0.123180,0.125953,0.128785,0.131675,0.134624,0.137632,0.140700,0.143828,0.147016,0.150265,0.153575,0.156947,0.160380,0.163875,0.167432,0.171051,0.174733,0.178478,0.182286,0.186157,0.190092,0.194090,0.198153,0.202279,0.206470,0.210725,0.215045,0.219429,0.223877,0.228390,0.232967,0.237608,0.242314,0.247084,0.251917,0.256814,0.261775,0.266798,0.271884,0.277032,0.282242,0.287513,0.292844,0.298235,0.303685,0.309193,0.314758,0.320380,0.326056,0.331786,0.337568,0.343400,0.349282,0.355211,0.361185,0.367203,0.373261,0.379358,0.385490,0.391654,0.397848,0.404067,0.410307,0.416565,0.422836,0.429114,0.435394,0.441670,0.447935,0.454182,0.460403,0.466588,0.472729,0.478814,0.484831,0.490768,0.496609,0.502339,0.507939,0.513390,0.518667,0.523748,0.528602,0.533198,0.537500,0.541467,0.545051,0.548200,0.550853,0.552939,0.554378,0.555076,0.554925,0.553797,0.551547,0.548000,0.542953,0.536168,0.527363,0.516210,0.502321,0.485251,0.464491,0.439471,0.409584,0.374219,0.332840,0.285100,0.231006,0.171118,0.106712,0.039801
0.044761,0.044724,0.044688,0.044654,0.044624,0.044598,0.044576,0.044560,0.044549,0.044546,0.044549,0.044560,0.044580,0.044610,0.044649,0.044699,0.044761,0.044835,0.044921,0.045021,0.045135,0.045264,0.045409,0.045569,0.045747,0.045942,0.046155,0.046387,0.046639,0.046911,0.047204,0.047518,0.047854,0.048214,0.048597,0.049004,0.049437,0.049894,0.050378,0.050889,0.051427,0.051994,0.052589,0.053214,0.053869,0.054554,0.055271,0.056020,0.056802,0.057617,0.058466,0.059349,0.060268,0.061222,0.062213,0.063241,0.064307,0.065411,0.066553,0.067736,0.068958,0.070221,0.071525,0.072872,0.074260,0.075692,0.077167,0.078687,0.080251,0.081861,0.083516,0.085218,0.086967,0.088764,0.090609,0.092502,0.094445,0.096437,0.098479,0.100572,0.102717,0.104913,0.107162,0.109463,0.111817,0.114225,0.116688,0.119205,0.121777,0.124404,0.127088,0.129827,0.132624,0.135478,0.138389,0.141359,0.144387,0.147473,0.150619,0.153824,0.157088,0.160413,0.163798,0.167242,0.170747,0.174313,0.177939,0.181627,0.185375,0.189185,0.193056,0.196990,0.200984,0.205041,0.209159,0.213340,0.217582,0.221886,0.226252,0.230680,0.235169,0.239720,0.244331,0.249004,0.253737,0.258531,0.263384,0.268296,0.273268,0.278298,0.283385,0.288530,0.293730,0.298986,0.304296,0.309659,0.315075,0.320541,0.326057,0.331621,0.337231,0.342885,0.348583,0.354321,0.360097,0.365909,0.371755,0.377630,0.383533,0.389459,0.395406,0.401368,0.407342,0.413323,0.419305,0.425283,0.431251,0.437201,0.443128,0.449021,0.454873,0.460674,0.466412,0.472077,0.477656,0.483133,0.488494,0.493719,0.498791,0.503688,0.508384,0.512854,0.517067,0.520988,0.524581,0.527800,0.530599,0.532920,0.534702,0.535872,0.536348,0.536036,0.534826,0.532595,0.529198,0.524469,0.518214,0.510211,0.500206,0.487904,0.472975,0.455045,0.433708,0.408534,0.379090,0.344984,0.305925,0.261808,0.212822,0.159549,0.103040,0.044776
